_unit_id;_canary;_unit_state;_trusted_judgments;_last_judgment_at;what_emotion_does_the_author_express_specifically_about_the_weather;what_emotion_does_the_author_express_specifically_about_the_weather:confidence;gold_answer;tweet_id;tweet_text
314960757;;finalized;20;8/24/13 0:21;Tweet not related to weather condition;0.7581;;84320716; The Graduate School to award more than 635 degrees:  
314960758;;finalized;20;8/24/13 0:53;Neutral / author is just sharing information;0.5275;;82679055;Spending this rainy day at the museum #MOMA #Sundayafternoon 
314960759;;finalized;20;8/24/13 0:50;Neutral / author is just sharing information;0.4846;;84032036; you around Detroit at all?  Got a weather page set up for it.
314960760;;finalized;20;8/24/13 0:31;Positive;0.7086;;80058003;The days half over and I still haven't seen my mother! Upside its 80 degrees outside :)
314960761;;finalized;20;8/24/13 0:52;Neutral / author is just sharing information;0.5726;;82847776;A GATOR found on in jamestown, details at 7/10 plus sports and weather
314960762;;finalized;20;8/24/13 0:48;Neutral / author is just sharing information;0.37;;82510796;Weather Halts And Ends Tied Game In Seattle - GoDucks.com - The ... 
314960763;;finalized;20;8/24/13 0:55;Positive;0.5665;;81174535;I'll take the lightening over the snow any day! Yay for thunderstorms!
314960764;;finalized;20;8/24/13 0:47;Positive;0.596;;81169928;High-Atis - It's Always Sunny In Florida   via 
314960765;;finalized;20;8/24/13 0:20;Neutral / author is just sharing information;0.8695;;81991717;#WEATHER:  3:56 pm : 64.0F. Feels F. 30.05% Humidity. 8.1MPH Northeast Wind.
314960766;;finalized;20;8/24/13 0:48;Tweet not related to weather condition;0.5843;;81177838; I went to hobo joes today and go my 1st snow cone
314960767;;finalized;20;8/24/13 0:49;Neutral / author is just sharing information;0.7073;;80058228;#WEATHER: 12:53 am : 49.0F. Feels 47F. 29.95% Humidity. 5.8MPH Northeast Wind.
314960768;;finalized;20;8/24/13 0:13;Positive;0.8778;;81179473;i Had Great Mother's Day Weekend weather was very nice
314960769;;finalized;20;8/24/13 0:47;Tweet not related to weather condition;0.4881;;84311142;"Help #Joplin-The Salvation Army providing emergency relief services.   Text the word ""Joplin"" to 80888 to make a $10 donation. #CNN weather"
314960770;;finalized;20;8/24/13 1:11;Positive;0.4848;;84050420;What a tease yesterday's nice weather was. .
314960771;;finalized;20;8/24/13 0:45;Negative;0.6569;;81169563;Ready to be in the house! Its hot out here!
314960772;;finalized;20;8/24/13 0:38;Neutral / author is just sharing information;0.4571;;83255916;It's windy here too.  Rustling night | blows me away | clutching at straws | where cosmic winds | carry your scent #micropoetry
314960773;;finalized;20;8/24/13 0:50;Positive;0.5934;;81992855;The lightning from the storm last night was spectacular. They were predicting the storms all day, but you really... 
314960774;;finalized;20;8/24/13 1:15;Negative;0.8465;;81996092;This weather is crazy, especially while driving. Maybe ballet will be canceled!
314960775;;finalized;20;8/24/13 1:12;Tweet not related to weather condition;0.5957;;84311166; Hot Lyrics, Hot Beatz, No Deal? Get Your Music Out there with 
314960776;;finalized;20;8/24/13 0:40;Tweet not related to weather condition;0.683;;84047275;Gunmen storm Afghan government building 
314960777;;finalized;20;8/24/13 0:51;Negative;0.4644;;82853084;Freaking out about this final, and the library is so damn hot!
314960778;;finalized;20;8/24/13 0:39;Positive;0.8114;;82515944; Our blog this week includes fun outdoor recreation recos. Good timing with this gorgeous weather: 
314960779;;finalized;20;8/24/13 0:28;Tweet not related to weather condition;0.7207;;84048364;Death by the Glass: A Sunny McCoskey Napa Valley Mystery (Sunny Mccloskey Napa Valley Mystery):  
314960780;;finalized;20;8/24/13 0:29;Positive;0.8636;;82675706;Enjoying the Midwest weather!
314960781;;finalized;20;8/24/13 0:42;Neutral / author is just sharing information;0.5958;;84031161;Is it hot outside?
314960782;;finalized;20;8/24/13 1:12;Neutral / author is just sharing information;0.662;;80050064;Weather for Seattle    
314960783;;finalized;20;8/24/13 0:50;Neutral / author is just sharing information;0.8218;;83254924; Tonight and tomorrow, partly cloudy. Lows around 56. Highs around 76. Chance of storms. #Richmond #weather
314960784;;finalized;20;8/24/13 1:14;Negative;0.8649;;82512578;Fuck you tavi you stupid fucking idiot. Cancel practice before we fucking drive 35 minutes in a fucking storm to medina you fuck
314960785;;finalized;20;8/24/13 0:30;Neutral / author is just sharing information;0.4225;;82847304; We live out in the country (or the Boonies as we like to call it) so we see these things quite often as it starts to warm up.
314960786;;finalized;20;8/24/13 0:26;Tweet not related to weather condition;0.762;;81991269;Mmm...  A Lemon-Berry real fruit slush from sonic.
314960787;;finalized;20;8/24/13 0:40;Neutral / author is just sharing information;0.8818;;84048095;#WEATHER:  7:56 am : 67.0F. Feels F. 29.96% Humidity. 4.6MPH Southeast Wind.
314960788;;finalized;20;8/24/13 0:13;Negative;0.7887;;81992417;it's too damn hot for the power to be out....
314960789;;finalized;20;8/24/13 0:31;Neutral / author is just sharing information;0.4383;;84030673; love ya profile pic gorgeous. How's the weather in Atl
314960790;;finalized;20;8/24/13 0:31;Neutral / author is just sharing information;0.9029;;80058749;"Tatum, NM @ 12:00 PM: Temp:90F(H 91/L 55), Hum: 3&#x25;, DewPt:-1F, Wind: WSW at 18 G 28.0 mph, Rain:0.00 In. #weather"
314960791;;finalized;20;8/24/13 0:16;Positive;0.7388;;81991877; haha wayne!! Omg!! Snow!!! Lol its warm this morning here. Have a slice of cake for me xx
314960792;;finalized;20;8/24/13 0:50;Tweet not related to weather condition;0.4127;;84314399;It's not storm damage or budget negotiations, but many Minnesota military families are facing hardships now too.
"""";;;;;;;;;
314960793;;finalized;20;8/24/13 0:22;Negative;0.6738;;83256193;  I was hoping the colder weather would hasten their demise...I'm afraid it's only prolonged our inevitable d ...
314960794;;finalized;20;8/24/13 0:31;Tweet not related to weather condition;0.5566;;84318849; been chatting up a storm on #BlackberryMessenger with a bunch of cool MMA people
314960795;;finalized;20;8/24/13 1:12;Negative;0.6902;;82841631;This weather has left me completely incapable of functioning as a normal person.
314960796;;finalized;20;8/24/13 0:27;Tweet not related to weather condition;0.7178;;82851559;" ..watching The D.E.N.N.I.S. system and thinking I need new Sunny in my life. Can't wait!! I'm in love with all of you.&lt;3"
314960797;;finalized;20;8/24/13 0:17;Neutral / author is just sharing information;0.8398;;82675810;#WEATHER:  1:56 am : 66.0F. Feels F. 30.09% Humidity. 26.5MPH East Wind.
314960798;;finalized;20;8/24/13 0:28;Negative;0.8349;;82850978; stuck overnight?! That's awful! I've been delayed by blizzard but it was before my flight too off. I feel sorry for connecting.
314960799;;finalized;20;8/24/13 0:32;Negative;0.722;;84313582;It's too hot out. Fuckin aye
314960800;;finalized;20;8/24/13 0:48;Positive;0.4721;;84048241;10:00 and its 75 degrees...i'll take it
314960801;;finalized;20;8/24/13 0:41;Neutral / author is just sharing information;0.851;;83270521;#WEATHER:  4:53 pm : 67.0F. Feels F. 29.93% Humidity. 8.1MPH Southeast Wind.
314960802;;finalized;20;8/24/13 0:12;Neutral / author is just sharing information;0.7585;;82516994;"13:42-Sky:  partly cloudy|Vis: 8mi -Temp: 83.1F-Hum: 66.0 %-Pres: 29.82""-24Hr Rain: 0.00""-Winds: N 3.1 MPH-Windchill: 87.9F #cltwx"
314960803;;finalized;20;8/24/13 0:12;Negative;0.9662;;80056578;I hate auto lock doors. Locked myself out of my apartment and am freezing to death outside in a tee shirt. #fb
314960804;;finalized;20;8/24/13 0:38;Positive;0.4331;;81176672; It's getting warm in them thar hills.  Amador County Foothills/Shendoah Valley, Plymouth, CA...nice, sunny, warm,.. ...
314960805;;finalized;20;8/24/13 0:46;Tweet not related to weather condition;0.4313;;83256415;Amen   Bulls defense is too good to get blown out. They just have to weather this storm and take the lead in the 4th
314960806;;finalized;20;8/24/13 0:42;Tweet not related to weather condition;0.553;;84047254; Life isn't about waiting for the storm to pass, it's about learning to dance in the rain.
314960807;;finalized;20;8/24/13 0:39;Negative;0.692;;83256065;I don't remember the weather sucking this bad last May... Regardless, it feels good to just stay in and relax all day. #chillin
314960808;;finalized;20;8/24/13 0:47;Negative;0.7151;;82837743;soooo its cold outside grrr -_-
314960809;;finalized;20;8/24/13 0:21;Negative;0.6785;;81991664;It's Jus to hot outside to be sleepin n clothes
314960810;;finalized;20;8/24/13 0:28;Neutral / author is just sharing information;0.4819;;79188095;"On our way ;-)  Its 83 Degrees & only Noon  just landed We Bout to be Outchea (cont) "
314960811;;finalized;20;8/24/13 1:15;Positive;0.9137;;82837194;Sunny weather for driving back to San Diego, spending the long Memorial Day weekend w/hubby in 10 days. What makes you smile today? :)
314960812;;finalized;20;8/24/13 0:55;Negative;0.7489;;82837247;cold in here cold outside
314960813;;finalized;20;8/24/13 0:44;Positive;0.4207;;83272072;green snow ..... love that grinder
314960814;;finalized;20;8/24/13 1:10;Tweet not related to weather condition;0.5797;;79194489; Yello!  Looking for the next Snow Patrol? I recommend this. I can't stop playing it! 
314960815;;finalized;20;8/24/13 0:48;Neutral / author is just sharing information;0.655;;84049777;It's 82 degrees
314960816;;finalized;20;8/24/13 0:37;Negative;0.562;;82851542;Putting all utensil away, covering all mirrors/monitor/television, staying away from windows and hiding in the closet! A storm is coming BRB
314960817;;finalized;20;8/24/13 0:33;Tweet not related to weather condition;0.474;;82677848;I'm at Snowy White Laundromat (1291-1299 N Broadhead Rd, Monaca) 
314960818;;finalized;20;8/24/13 0:50;Tweet not related to weather condition;0.7058;;82844619; check this joint out by  Hot shit u can DL it too 4 free so dnt pass it up help a sista out lol
314960819;;finalized;20;8/24/13 0:19;Tweet not related to weather condition;0.4425;;83269437;"Remember to always play after the storm. ""Mattie J. T. Stepanek"""
314960820;;finalized;20;8/24/13 0:33;Neutral / author is just sharing information;0.687;;82512854;Rainy Kc... (@ Kansas City International Airport (MCI) w/ 18 others) 
314960821;;finalized;20;8/24/13 0:10;Tweet not related to weather condition;0.6268;;84051508;Ashley and Storm were watching Old Boy. It's dubbed, unfortunately, but whatevs.
314960822;;finalized;20;8/24/13 0:38;Tweet not related to weather condition;0.882;;82847538; Popcap is the Blizzard of casual games.  I could purchase *any* Popcap game sight unseen and know I was getting somethin ...
314960823;;finalized;20;8/24/13 1:11;Tweet not related to weather condition;0.4564;;84051178;Italian toddler left by dad in hot car dies - Yahoo! News  #WTF? ALERT, #PullUp! #Get heads out of Winter Den! #HotNow!
314960824;;finalized;20;8/24/13 0:36;Positive;0.5507;;80056767;Right on my way to Chelsea, not sure what pub were going to yet. 
;;;;;;;;;
0 3 WIN WE BE NICE;;;;;;;;;
;;;;;;;;;
It's sunny here now in;" the only way is Essex""";;;;;;;;
314960825;;finalized;20;8/24/13 0:50;Tweet not related to weather condition;0.3405;;82846571;Shawdee keeps cummin in my office talkin bout hey sunshine. Um like wtf u want my cookies bitch?
314960826;;finalized;20;8/24/13 0:48;Negative;0.6615;;81994871;Ain't shit going down n it's fucking hot outside
314960827;;finalized;20;8/24/13 0:41;Positive;0.4912;;82512212;Sunny in Marin County right now. (via  // thanks!)
314960828;;finalized;20;8/24/13 1:11;Positive;0.4096;;79193972;   I think I have some snow too!  (although it's finally Spring this week!)
314960829;;finalized;20;8/24/13 0:38;Neutral / author is just sharing information;0.8553;;80053599;#WEATHER: 7:51 am E: 55.0F. Feels F. 30.01% Humidity. 3.5MPH Variable Wind.
314960830;;finalized;20;8/24/13 0:34;Tweet not related to weather condition;0.4392;;81171771;THE STORM IS UPON US - PTSD AND OUR VETERANS - Veteran Awareness Coalition 
314960831;;finalized;20;8/24/13 0:41;Tweet not related to weather condition;0.5938;;79197023; Man having argument with girlfriend jumps off Sunshine Skyway Bridge and lives 
314960832;;finalized;20;8/24/13 0:38;Neutral / author is just sharing information;0.8813;;82676543;#WEATHER:  11:56 pm: 69.0F. Feels F. 29.69% Humidity. 5.8MPH South Wind.
314960833;;finalized;20;8/24/13 0:52;Negative;0.5166;;79194933;:  Cleveland weather blows me .
314960834;;finalized;20;8/24/13 0:55;Negative;0.5176;;80059242; Why is my house below zero degrees all the time?
314960835;;finalized;20;8/24/13 0:27;Tweet not related to weather condition;0.8517;;84313551; Check out the ENTIRE album here!!!  then buy it, cuz it's HOT!!!!!
314960836;;finalized;20;8/24/13 0:44;Negative;0.417;;82839573;omg it so windy !!!!!
314960837;;finalized;20;8/24/13 0:48;Positive;0.4154;;80057291;It feels grwat in durham lol   It's sooo hot out here!! #deepsouth
314960838;;finalized;20;8/24/13 0:30;Positive;0.5655;;82518099;Nothing beats a cozy, rainy evening in with homemade chili, cornbread, and too much bourbon for a Thursday night.
314960839;;finalized;20;8/24/13 0:42;Negative;0.3518;;82850122; yikes. sounds like you know your seasons. #louisville on that crazy stuff like #detroit weather-wise.
314960840;;finalized;20;8/24/13 0:32;Negative;0.4461;;82844287; I ffucked enough hoes now its time 2 count money cuz i'll be damn if dis summer be dark n sunny!!!
314960841;;finalized;20;8/24/13 0:42;Neutral / author is just sharing information;0.5713;;83256123; how's the weather there?
314960842;;finalized;20;8/24/13 0:38;Tweet not related to weather condition;0.2705;;81212944; I couldnt agree more. What's the temp?
314960843;;finalized;20;8/24/13 0:48;Negative;0.8759;;79186651;WTH....VA with this damn bipolar ass weather....
314960844;;finalized;20;8/24/13 0:11;Neutral / author is just sharing information;0.8469;;81992074;Wednesday - Snow showers. Snow accumulation 3 to 5 inches. Highs in the 30s.  
314960845;;finalized;20;8/24/13 0:37;Tweet not related to weather condition;0.7251;;82849206;Feather in the Storm: A Childhood Lost in Chaos:  
314960846;;finalized;20;8/24/13 0:49;Tweet not related to weather condition;0.6603;;84306829;The vent next to the toliet in the guest bathroom provides for a perfect doo doo temp. #shittertwits
314960847;;finalized;20;8/24/13 0:29;Neutral / author is just sharing information;0.8537;;82517281;Special Weather Statement issued May 13 at 1:46PM CDT expiring May 13 at 2:45PM CDT by NWS Mobile /
314960848;;finalized;20;8/24/13 0:40;Positive;0.8739;;82673786;Going to the zoo today for the first time in ages, the weather is perfect. I might also eat a hamburger #dreambig
314960849;;finalized;20;8/24/13 1:10;Positive;0.8747;;82680469;Anyone streaming video from the parks or resorts today? Looks like nice weather in WDW!
314960850;;finalized;20;8/24/13 0:21;Negative;0.6534;;81991486; Exactly, hot weather got these rats on the prowl.
314960851;;finalized;20;8/24/13 0:48;Neutral / author is just sharing information;0.2714;;83267635;It is a soup day. . . And a selling golf carts by text message rainy day. . . Outside of the box? Or genius?
314960852;;finalized;20;8/24/13 0:39;Tweet not related to weather condition;0.6582;;80059119; I need your lovin', like the sunshine.
314960853;;finalized;20;8/24/13 0:31;Neutral / author is just sharing information;0.6385;;83255476; Iso. t-storm this evening if anything, likely get the game in tonight. #Royals fcast:   Sorry  ...
314960854;;finalized;20;8/24/13 0:44;Tweet not related to weather condition;0.6496;;79187199;I uploaded a  video  God's Snow (Original Song By Mark Gott)
314960855;;finalized;20;8/24/13 0:55;Neutral / author is just sharing information;0.4624;;79185724; Seriously, that's February weather!
314960856;;finalized;20;8/24/13 0:40;Tweet not related to weather condition;0.7161;;84034749; Hi Five! I love a bit of Snow Patrol! Have this band on now tho.  They are going to be HUGE.  
314960857;;finalized;20;8/24/13 0:31;Positive;0.7774;;81995385;Bout to enjoy this sunshine a bit
314960858;;finalized;20;8/24/13 0:53;Neutral / author is just sharing information;0.8485;;81176574;Special Weather Statement issued May 09 at 10:29AM CDT expiring May 09 at 11:30AM CDT by NWS LaCrosse ... 
314960859;;finalized;20;8/24/13 1:11;Positive;0.8362;;83256366;The seattle sunshine is making me want to book a cruise.  Love sailing away from seattle when its sunny!!
314960860;;finalized;20;8/24/13 0:21;Positive;0.7582;;81213046;Couldn't ask for better weather!
314960861;;finalized;20;8/24/13 0:27;Neutral / author is just sharing information;0.5093;;79189295;227's YouTube ESPN Pro-am draws stars to storm-battered Alabama: Alabama football coach Nick...  BCS-College Football
314960862;;finalized;20;8/24/13 1:11;Neutral / author is just sharing information;0.4864;;81176650;" 84 deg. F and 3% humidity. Don't go playing with matches, kids. &gt; and forget the corduroys too.  #friction"
314960863;;finalized;20;8/24/13 0:45;Positive;0.9018;;81178980; The weather is beyond beautiful ! :)
314960864;;finalized;20;8/24/13 0:34;Negative;0.7166;;84320701;Me too   wowww can #detroit ever get normal and warm weather! Now I'm stuck in traffic motherr efferrr
314960865;;finalized;20;8/24/13 0:13;Negative;0.8276;;82681477;Goddamn this weather! Can't run in the rain. Oh well, at least PSN is back up.
314960866;;finalized;20;8/24/13 0:43;Positive;0.5029;;84048109;Nothing like a lazy Sunday afternoon waiting for storm to roll in
314960867;;finalized;20;8/24/13 0:55;Neutral / author is just sharing information;0.5266;;84314756;Ohio Tornado Database contains reports of over 950 tornadoes that have touched down in Ohio between 1950-2010.  
314960868;;finalized;20;8/24/13 0:30;Negative;0.4383;;84306860; Significant damage from a tornado in Joplin, MO.  Appears windows blown out at hospital.  Live coverage on The Weather Ch ...
314960869;;finalized;20;8/24/13 0:19;Positive;0.6745;;80054009;YW!  Improving my tweet-ability - study time before hitting the sunshine.  Thank you  and   for...
314960870;;finalized;20;8/24/13 1:12;Positive;0.6647;;79189145;Ran 6.69 kilometers in 31 mins and felt great. Amazing weather, good short run, minus the Propel drink I boug... 
314960871;;finalized;20;8/24/13 0:47;Positive;0.6419;;84318790;Bring on the sunshine bring on the good times :) #summer2011
314960872;;finalized;20;8/24/13 0:46;Positive;0.8795;;80056520;Last night was AWESOME. - And the weather is beautiful. Good mood high for the rest of the weekend, which is... 
314960873;;finalized;20;8/24/13 0:11;Tweet not related to weather condition;0.7524;;84031434;Footballer sparks Twitter storm: Twitter users have reacted to a footballer's bid to find out who is putting inf... 
314960874;;finalized;20;8/24/13 0:19;Tweet not related to weather condition;0.7254;;80057334;*HOT!* Discount 60% Hermes handbag online sale, 2011 newest style included! Go check it out!!!  #ad
314960875;;finalized;20;8/24/13 0:36;Neutral / author is just sharing information;0.4809;;81176951;This hot, dry, & windy weather is going to turn the #canola fast. Keep a close eye on it if you plan on swathing or pushing. #okanola
314960876;;finalized;20;8/24/13 0:46;Tweet not related to weather condition;0.5278;;82515186;YUMMAY  Weather Up with  for some yummy oysters :)
314960877;;finalized;20;8/24/13 0:21;Positive;0.9696;;81172598;This weather makes me very happy!
314960878;;finalized;20;8/24/13 0:55;Negative;0.5306;;82840428;happy monday! striving to overcome the grey doldrums here... how do you rise over icky weather? (supposed to rain the whole week here!)
314960879;;finalized;20;8/24/13 0:32;Negative;0.834;;82518284; So this weekend? 3 rainy days in a row and it's May Term you don't have to do anything for class, duh :p
314960880;;finalized;20;8/24/13 0:50;Tweet not related to weather condition;0.5609;;83256570;Chilly - Chili, Chile, Chilli, Chily, Mirchi, Chilli Pepper, Aji, Paprika 
314960881;;finalized;20;8/24/13 0:42;Negative;0.7079;;81996499;damn its goin rain all next week -.- where the 80's weather att ?
314960882;;finalized;20;8/24/13 0:34;Tweet not related to weather condition;0.6633;;82675510;Sen. Whisnant just said our state economist has gotten our budget income forecast wrong 14 out 16 times wrong. Makes me feel warm & fuzzy
314960883;;finalized;20;8/24/13 0:36;Positive;0.6972;;84318040;Tomorrows 82 degrees ? thats what im fuckin talking abt ^_^ .
314960884;;finalized;20;8/24/13 0:43;Neutral / author is just sharing information;0.3517;;82681076;I'm just a hippie...in the woods...playing her djembe on a rainy sunday afternoon 
314960885;;finalized;20;8/24/13 0:32;Negative;0.8037;;82853187; correct! Weather is awful.. Headed out now to try and practice!
314960886;;finalized;20;8/24/13 0:42;Positive;0.5219;;83258608; Andddd it's Wool!! And its 80 degrees outside!
314960887;;finalized;20;8/24/13 0:42;Negative;0.384;;82673621; Lol yall crazy!  out campn with  waitn on da new jays in da cold its #serious
314960888;;finalized;20;8/24/13 1:14;Positive;0.5394;;82518429;Its #Friday nd da weather is ok....wat trubbl is thur to get into?!!
314960889;;finalized;20;8/24/13 0:08;Negative;0.5445;;84318313;Its a million degrees
314960890;;finalized;20;8/24/13 0:47;Tweet not related to weather condition;0.4413;;82672991;New #iPhone / #iPad #app 'HurricaneSoftware.com's iHurricane With Push' (#Weather: 3 Stars) $2.99. 
314960891;;finalized;20;8/24/13 1:10;Positive;0.8075;;79187165;"This nice weather sure does bring out the ""best"" in blk folks lls"
314960892;;finalized;20;8/24/13 0:39;Negative;0.6647;;82840508;Good morning and HOLY HUMIDITY! This is the one thing about moving back east from Colorado that I didn't miss..my face hates it!
314960893;;finalized;20;8/24/13 0:21;Neutral / author is just sharing information;0.8025;;83258038;"Severe Thunderstorm Warning until 05:45 PM CDT issued for Edwards & Kiowa Counties with 60mph gusts & 1.00"" hail possible"
314960894;;finalized;20;8/24/13 0:44;Positive;1;;81176286;Such an awesome day out today. Gotta love sunny days.
314960895;;finalized;20;8/24/13 0:40;Tweet not related to weather condition;0.7597;;83268737;"Hot off the presses! Check out the new issue of the Amadeus ""Prospectus"" newsletter.  #travelagent #traveltech"
314960896;;finalized;20;8/24/13 0:31;Tweet not related to weather condition;0.7449;;82512344;I need to hot  the work out #plan again
314960897;;finalized;20;8/24/13 0:31;Tweet not related to weather condition;0.5806;;84321254;These #ExtremeCouponing folk are a BLIZZARD person wanting DREAM! Just have the goodies!
314960898;;finalized;20;8/24/13 0:41;Negative;0.4712;;84031618;Hitting the 90s that's naked weather
314960899;;finalized;20;8/24/13 0:50;Negative;0.5286;;81993022;"Its Freezing D;"
314960900;;finalized;20;8/24/13 0:48;Neutral / author is just sharing information;0.3672;;82841468; I'm doin good 2 jus waiting on some good weather
314960901;;finalized;20;8/24/13 0:14;Positive;0.793;;83271979; A warm sunny day deserves a delicious, gourmet and slightly pornographic hotdog from Wild Dawgs.....
314960902;;finalized;20;8/24/13 0:48;Neutral / author is just sharing information;0.738;;82517629;Special Weather Statement issued May 13 at 6:42PM EDT expiring May 13 at 9:45PM EDT by NWS Buffalo ... 
314960903;;finalized;20;8/24/13 0:48;Negative;0.41;;82517329;Goodness it got cold quick!! It was just 80 degrees in NYC! #wheresmycoat
314960904;;finalized;20;8/24/13 0:35;Positive;0.9098;;82847369; I know what you mean! :) the day is going well,  we are finally having nice weather
314960905;;finalized;20;8/24/13 0:32;Tweet not related to weather condition;0.6845;;84049900;Haters can make like bees wit no stingers n drop dead #Cold
314960906;;finalized;20;8/24/13 0:43;Positive;0.4943;;84314215;"I don't mind the rain... your face is like sunshine &lt;3 &lt;3 &lt;3"
314960907;;finalized;20;8/24/13 0:45;Positive;0.6901;;79194093;You're the best! Warm weather is calling now--let's make plans :)  We all love having  & everyday #FF
314960908;;finalized;20;8/24/13 0:34;Neutral / author is just sharing information;0.8835;;80059338;#WEATHER: 3:54 pm M: 81.0F. Feels F. 29.66% Humidity. 20.7MPH Southwest Wind.
314960909;;finalized;20;8/24/13 0:17;Tweet not related to weather condition;0.3791;;84308521;Hot and Cold  #waters #hot #cold
314960910;;finalized;20;8/24/13 0:50;Negative;0.3966;;84306400;Holy fucking shit I just eargasmed so hard listening to the new Cave In with an approaching storm.
314960911;;finalized;20;8/24/13 0:19;Tweet not related to weather condition;0.5828;;82672758; ur twitt sad some ppl r so temp soooooooooo fake
314960912;;finalized;20;8/24/13 0:41;Negative;0.8778;;83258131;Damn weather, just turn and stay sunny.
314960913;;finalized;20;8/24/13 0:18;Negative;0.4026;;80058229;Water sprinkler damage requires professional cleanup before the Atlanta weather makes it difficult to prevent... 
314960914;;finalized;20;8/24/13 0:43;Negative;0.716;;82844291;The happy, chirping birds this morning confused me. I thought there might be sunshine. Just gloominess. What are you smiling about, birds?
314960915;;finalized;20;8/24/13 0:11;Positive;0.4659;;82837330;Phones been ringing since 7, must be sunny again! #boutime
314960916;;finalized;20;8/24/13 0:48;Tweet not related to weather condition;0.4009;;82839959;I'm in a full blown Storm costume. Yes, Storm. Its pretty cool. I'm gonna clean my room in it.
314960917;;finalized;20;8/24/13 0:18;Tweet not related to weather condition;0.4242;;81170184;I'm Eric Wright, I'm ruthless I terrorize, you either parish or be paralyzed cause I'm 1000 degrees fahrenheit
314960918;;finalized;20;8/24/13 0:51;Tweet not related to weather condition;0.3595;;82681022;Turtles. Pizza. Wildflowers. Sunshine. Grenades. Your mom. Me. Jell-O and of course...a 1971 Pontiac Trans-Am. Oh and a bed. Full of puppies
314960919;;finalized;20;8/24/13 1:11;Neutral / author is just sharing information;0.7461;;84049338; SEVERE STORM WARNING SE MN  13 MILES NORTH OF WINDOM...AND MOVING NORTH AT 40 MPH
" for HD weather ...""";;;;;;;;;
314960920;;finalized;20;8/24/13 0:42;Tweet not related to weather condition;0.7265;;84310768;"D~""Driven"" aka David Zachary Rumley gettin' his ULTRA swagg on today. Watch OUT!!! He's puttin' out hot fire on... "
314960921;;finalized;20;8/24/13 0:07;Tweet not related to weather condition;0.6672;;82672807;Snow White, HOLLA!  Hi Ho, hi ho... I forgot to check in, yo. (@ Harbor Court) 
314960922;;finalized;20;8/24/13 0:09;Neutral / author is just sharing information;0.4973;;82837331;Looking up in columbus circle #nyc #rain 
314960923;;finalized;20;8/24/13 0:50;Tweet not related to weather condition;0.4476;;81213961;fuck wearing Nikes or Filas or Reeboks...I wanted some Beauty & the Beast or Snow White or Lion King shoes!! Lmao...#childhoodmemories
314960924;;finalized;20;8/24/13 1:08;Tweet not related to weather condition;0.6428;;81215835; #childhoodmemories Me   @ Sunny Ballin on them niggas at Charles A. Green(Sumner Park)
314960925;;finalized;20;8/24/13 0:21;Negative;0.577;;84310764; Ahh weather.com says that our area is getting a bad storm and to stay away from windows.... Glad my beds right under a h ...
314960926;;finalized;20;8/24/13 0:30;Tweet not related to weather condition;0.6502;;82512797;hereeee we go with blowing sunshine up scotty's ass. #americanidol we don't need another country star. NO THANK YOU
314960927;;finalized;20;8/24/13 0:23;Negative;0.3491;;82678393;On my way baby keep my spot warm lmao   This thunderstorm makes me wish I had someone to cuddle with
314960928;;finalized;20;8/24/13 1:01;Tweet not related to weather condition;0.6961;;81215682;More than 100 fab prizes in BIC Soleil 100 Days of Sunny Moments promo. Enter @ Feelthesoleil.com (Rules) #sweepstakes
314960929;;finalized;20;8/24/13 0:11;Neutral / author is just sharing information;0.5129;;81995838;SPC MD 747: MD 0747 CONCERNING SEVERE THUNDERSTORM WATCH 283... FOR PARTS OF CNTRL AND NERN TX / SWRN AND CNT... 
314960930;;finalized;20;8/24/13 0:18;Negative;0.7643;;84318394;It is hot ass hell outside
314960931;;finalized;20;8/24/13 0:03;Neutral / author is just sharing information;0.4376;;80056863; Am I wrong to think the boy has never seen snow in March?
314960932;;finalized;20;8/24/13 0:40;Negative;0.8229;;84034398;Just got to my apt... It's 2 damn hot outside for me!
314960933;;finalized;20;8/24/13 1:12;Tweet not related to weather condition;0.4796;;82835486;Today, give a stranger one of your smiles. It might be the only sunshine he sees all day.
314960934;;finalized;20;8/24/13 0:32;Negative;0.5745;;83258613;misty, cloudy, rainy evening spoiled viewing of beautiful Niagara Falls...
314960935;;finalized;20;8/24/13 0:33;Tweet not related to weather condition;0.6341;;82847055;Ew... bought a salad at the Sunshine store and the chicken has gone bad.  One bite won't make me get sick, right? Ick.
314960936;;finalized;20;8/24/13 0:29;Tweet not related to weather condition;0.5626;;82840779;Cause you're hot then you're cold, you're yes then you're no, you're in then you're out
314960937;;finalized;20;8/24/13 0:32;Tweet not related to weather condition;0.6591;;79188293;Keep your face to the   sunshine and you cannot see the shadow.
314960938;;finalized;20;8/24/13 1:01;Negative;0.9193;;81996585;Is anyone else just sick and tired of this weather?
314960939;;finalized;20;8/24/13 0:41;Neutral / author is just sharing information;0.4688;;82674474; Most of my followers are usually in and around Tally. That's where the storm is now
314960940;;finalized;20;8/24/13 0:44;Negative;0.7461;;83254794; Hey what's up stranger? not a whole lot over this way I'm back in MI and hating the weather lol What about u
314960941;;finalized;20;8/24/13 0:36;Positive;0.9199;;79196748;Honeys, tonight is First Friday in the Crossroads Art District. And the weather is going to be GORGEOUS! Some come... 
